name,merchant_id,avg_processed,GMV_all,avg_active_days,total_lost_n_damaged,avg_returned,avg_24,avg_24_48,avg_48,max_processed_date,order_post_30,is_churn,total_complain,max_created_at,solved_at,delta
CraftsMead,17700,36,162090,14,0,1,0,0,0,2022-04-28,31,0,6,2022-04-30,2022-04-30,0
Time multi products ltd,47522,58,43872,19,0,5,17,3,1,2022-04-28,0,1,2,2022-04-30,2022-04-30,0
Shopping Mania,5241,30,83778,15,0,1,0,0,0,2022-04-28,22,0,3,2022-04-26,2022-04-30,4
FitBox,47722,31,14238,13,0,2,10,1,1,2022-04-30,8,0,2,2022-04-30,2022-04-30,0
Golden International BD,38721,26,24103,12,0,3,6,0,1,2022-04-29,16,0,4,2022-04-30,2022-04-30,0
Cherish,4179,20,22220,9,0,0,11,2,0,2022-04-30,1,0,0,2022-04-30,2022-04-30,0
4Fancy Online Shop,5003,62,79585,22,0,1,47,4,1,2022-04-30,62,0,2,2022-04-29,2022-04-30,1
RGB LIGHTS-BANGLADESH,17603,48,64470,18,0,0,26,8,1,2022-04-29,85,0,4,2022-04-28,2022-04-30,2
Woodprints,11258,63,8403,21,0,0,33,7,0,2022-04-29,29,0,6,2022-04-30,2022-04-30,0
Jaya,48578,22,18917,11,0,1,5,1,0,2022-04-29,2,0,7,2022-04-29,2022-04-30,1
Sunnah Avenue,28815,5,1650,3,0,0,2,0,0,2022-04-28,1,0,3,2022-04-30,2022-04-30,0
Giftedglam,51430,113,52957,6,0,3,32,6,2,2022-04-28,52,0,6,2022-04-28,2022-04-30,2
Anayra's Couture,6435,31,136582,15,0,0,24,2,1,2022-04-30,10,0,5,2022-04-30,2022-04-30,0
MR.J O H N,42533,2,2730,2,0,1,2,0,0,2022-04-27,1,0,3,2022-04-30,2022-04-30,0
An Noor Fashion 1,6189,4,11790,3,0,0,0,1,1,2022-04-26,3,0,0,2022-04-30,2022-04-30,0
Saza closet,23405,13,17858,6,0,1,0,0,0,2022-04-29,4,0,1,2022-04-30,2022-04-30,0
Presto WEAR,30659,112,108378,24,0,3,55,5,1,2022-04-28,66,0,3,2022-04-28,2022-04-30,2
FR JEWELS,3836,15,7438,9,0,0,2,0,0,2022-04-29,17,0,4,2022-04-28,2022-04-30,2
TanZiz's Fashion,16413,54,87780,16,0,1,23,10,2,2022-04-29,64,0,4,2022-04-30,2022-04-30,0
Zeroo Shop,10979,25,37938,12,0,0,0,0,0,2022-04-26,13,0,2,2022-04-30,2022-04-30,0
Showsha Textile,11817,67,38928,16,0,4,20,2,0,2022-04-30,38,0,1,2022-04-30,2022-04-30,0
TukiTaki Online Market,49972,144,142283,18,0,16,17,4,1,2022-04-28,0,1,6,2022-04-30,2022-04-30,0
Style By Fardina,8171,1315,2754409,27,0,54,485,68,24,2022-04-29,983,0,15,2022-04-29,2022-04-30,1
Mayabi Creations-A,835,154,309276,20,0,2,112,7,1,2022-04-30,138,0,3,2022-04-28,2022-04-30,2
Inaya's gallery,21255,126,196417,17,1,5,63,10,3,2022-04-30,19,0,1,2022-04-30,2022-04-30,0
M-N Clothing Store,58406,58,95578,10,0,1,29,2,1,2022-04-30,26,0,4,2022-04-28,2022-04-30,2
Rangpur KIOSK,31050,12,151354,10,0,0,0,3,4,2022-04-28,7,0,1,2022-04-28,2022-04-30,2
Girlish BD,1016,264,255509,19,0,12,103,13,6,2022-04-27,71,0,5,2022-04-29,2022-04-30,1
NB STYLAS,1372,93,128357,17,0,2,71,12,1,2022-04-29,19,0,1,2022-04-23,2022-04-30,7
MYOS,23824,70,59744,16,0,2,31,2,2,2022-04-28,14,0,3,2022-04-28,2022-04-30,2
Dress & Life Styles,57452,8,7257,5,0,1,2,0,0,2022-04-30,0,1,3,2022-04-30,2022-04-30,0
Rup'Sthetics,39759,26,8226,10,0,0,5,1,1,2022-04-27,3,0,6,2022-04-30,2022-04-30,0
Tanzin's fashion house,63399,30,35627,3,0,2,5,2,0,2022-04-28,16,0,1,2022-04-30,2022-04-30,0
Sweet Tooth by Naurin,14347,21,1940,9,0,0,13,0,1,2022-04-26,7,0,3,2022-04-26,2022-04-30,4
Netpark communication,41649,4,6553,4,0,0,3,1,0,2022-04-27,1,0,1,2022-04-30,2022-04-30,0
Sam's Cozmo,4579,113,120869,15,0,2,85,10,5,2022-04-29,51,0,1,2022-04-25,2022-04-30,5
Makeup Shakeup,25798,73,53915,16,0,2,47,6,1,2022-04-28,8,0,2,2022-04-28,2022-04-30,2
Sarfaaz,28805,53,45402,10,0,0,31,3,0,2022-04-30,72,0,9,2022-04-30,2022-04-30,0
CareBear,9146,7,13053,5,0,0,5,1,0,2022-04-30,18,0,2,2022-04-30,2022-04-30,0
Style Mirror,9556,32,37943,15,0,2,9,1,1,2022-04-30,56,0,3,2022-04-30,2022-04-30,0
Ranmart,811,203,258998,14,0,3,97,13,2,2022-04-30,209,0,2,2022-04-30,2022-04-30,0
Bongo boutiques,29581,143,146053,22,0,10,3,32,7,2022-04-28,115,0,4,2022-04-28,2022-04-30,2
Aster accessories,41184,5,1023,4,0,1,0,0,0,2022-04-24,6,0,1,2022-04-28,2022-04-30,2
Bits & Bobs,6906,87,215769,20,0,0,56,16,4,2022-04-28,25,0,3,2022-04-27,2022-04-30,3
Nogor Dokan,40784,131,113198,16,0,16,67,12,6,2022-04-28,177,0,3,2022-04-30,2022-04-30,0
EILIYAH,8684,12,2685,5,0,0,8,0,0,2022-04-30,53,0,3,2022-04-30,2022-04-30,0
Mohua Boutiques,33126,11,7817,7,0,0,4,1,0,2022-04-30,0,1,1,2022-04-30,2022-04-30,0
The Scrap Story,62015,9,2330,8,0,0,7,0,0,2022-04-30,14,0,6,2022-04-30,2022-04-30,0
Hammer,27007,10,17540,7,0,0,6,0,0,2022-04-28,4,0,4,2022-04-28,2022-04-30,2
Aabaya,52473,61,78934,20,0,4,21,2,0,2022-04-29,17,0,2,2022-04-27,2022-04-30,3
Heartvale,20653,33,58712,14,0,2,5,1,0,2022-04-29,8,0,5,2022-04-30,2022-04-30,0
Rishty's vibes,36398,30,20877,5,0,1,17,3,2,2022-04-27,4,0,2,2022-04-25,2022-04-30,5
Kopinzol,25659,20,11315,11,0,2,1,0,2,2022-04-28,2,0,2,2022-04-30,2022-04-30,0
Attire by Farhana,37718,9,4281,5,0,0,0,0,2,2022-04-27,4,0,2,2022-04-28,2022-04-30,2
Inara,38497,1,3360,1,0,0,1,0,0,2022-04-29,1,0,2,2022-04-29,2022-04-30,1
Estilo Couture,22451,9,39323,8,0,0,8,1,0,2022-04-29,6,0,11,2022-04-28,2022-04-30,2
Urmi Collection,7072,270,234362,29,0,20,22,3,1,2022-04-28,163,0,11,2022-04-26,2022-04-30,4
Gootipa,825,46,65180,20,0,0,37,4,0,2022-04-29,19,0,5,2022-04-29,2022-04-30,1
Saras Fascination,37965,95,109660,11,0,5,54,9,5,2022-04-29,121,0,9,2022-04-30,2022-04-30,0
Afreen Nokshi Kaj,5745,35,42760,14,0,1,12,1,0,2022-04-30,14,0,15,2022-04-30,2022-04-30,0
Dear Friends,4049,213,149821,24,0,1,64,8,3,2022-04-29,169,0,5,2022-04-29,2022-04-30,1
Rahul Group,35904,2,350,1,0,0,1,0,1,2022-04-20,2,0,1,2022-04-30,2022-04-30,0
Sapphire Celebrations BD,62020,58,248350,8,0,2,27,2,2,2022-04-29,13,0,7,2022-04-28,2022-04-30,2
Tazzdi's,702,39,57383,9,0,3,25,2,2,2022-04-30,21,0,5,2022-04-30,2022-04-30,0
Sonia Fashion And Fubrics Ltd.,43780,12,40973,6,0,0,0,0,0,2022-04-28,12,0,4,2022-04-30,2022-04-30,0
Top Bd Bazar,60969,1,1400,1,0,0,0,0,0,2022-04-27,1,0,8,2022-04-29,2022-04-30,1
Lookoid,39320,188,107582,18,0,24,95,12,13,2022-04-29,112,0,18,2022-04-29,2022-04-30,1
SAHARABD,45860,3,834,2,0,0,1,0,0,2022-04-28,1,0,1,2022-04-30,2022-04-30,0
Tahsina's World,7198,109,136995,26,0,3,20,2,0,2022-04-30,29,0,6,2022-04-27,2022-04-30,3
COMBINATION POINT,1051,149,251193,23,0,4,90,11,3,2022-04-30,92,0,2,2022-04-29,2022-04-30,1
Sarte,20992,6,11395,3,0,1,5,1,1,2022-04-30,5,0,5,2022-04-30,2022-04-30,0
Womens Craft,59072,99,114012,19,0,1,40,11,3,2022-04-28,117,0,15,2022-04-27,2022-04-30,3
Styles By Fashion Hub,36755,33,99057,19,0,2,1,1,0,2022-04-30,25,0,2,2022-04-30,2022-04-30,0
Uzuricouture,11391,5,16795,3,0,0,5,0,0,2022-04-29,5,0,5,2022-04-30,2022-04-30,0
Jannath Fashion,41519,12,46713,6,0,0,1,7,1,2022-04-29,15,0,3,2022-04-26,2022-04-30,4
Karim Enterprise,29101,4,4657,3,0,0,1,0,0,2022-04-28,1,0,5,2022-04-26,2022-04-30,4
Shoneek's Fashion,6395,7,8750,4,0,0,5,0,0,2022-04-30,3,0,3,2022-04-30,2022-04-30,0
Shikhori shop by Sumaiya,47494,3,3345,2,0,0,2,0,0,2022-04-28,1,0,2,2022-04-29,2022-04-30,1
Pial Hasan Rami,52515,20,20850,11,0,0,1,0,0,2022-04-28,4,0,6,2022-04-29,2022-04-30,1
Blackbird Boutiques,15925,46,55181,2,0,4,24,5,2,2022-04-28,30,0,12,2022-04-30,2022-04-30,0
ShadaMon-Shop,13817,13,9358,8,0,1,4,1,0,2022-04-28,37,0,3,2022-04-30,2022-04-30,0
Adib Trade Link,11571,152,113563,21,0,2,92,22,4,2022-04-28,8,0,2,2022-04-30,2022-04-30,0
Style R,10490,45,127792,18,0,3,16,2,0,2022-04-30,67,0,17,2022-04-30,2022-04-30,0
AliBazaro.com,62559,28,61906,13,0,2,11,3,2,2022-04-30,7,0,4,2022-04-29,2022-04-30,1
M.R.M.Fashion House,33507,28,27400,14,0,1,19,1,0,2022-04-30,46,0,2,2022-04-30,2022-04-30,0
Delusion Beauty,21718,7,11683,4,0,0,3,1,0,2022-04-28,5,0,1,2022-04-29,2022-04-30,1
Kraft,51778,4,4848,4,0,1,1,0,0,2022-04-26,2,0,2,2022-04-27,2022-04-30,3
Transporter Bd,30642,29,27518,11,1,0,14,3,0,2022-04-27,5,0,2,2022-04-28,2022-04-30,2
A.R Iconic Collection,50885,13,16223,6,0,0,1,0,0,2022-04-28,1,0,4,2022-04-30,2022-04-30,0
Trendy booth,14264,14,13760,5,0,0,3,3,0,2022-04-28,14,0,2,2022-04-30,2022-04-30,0
Exquisite Divine,8029,62,136943,11,0,3,37,4,1,2022-04-30,49,0,2,2022-04-28,2022-04-30,2
Espoir,7892,44,32475,9,0,2,25,9,2,2022-04-30,15,0,0,2022-04-25,2022-04-30,5
Customizz,63145,11,6600,4,0,1,0,0,5,2022-04-25,23,0,5,2022-04-30,2022-04-30,0
Dress & Jewellery House,22546,149,249840,20,0,6,0,12,45,2022-04-28,79,0,3,2022-04-29,2022-04-30,1
Keshoboti,20091,18,11293,11,0,0,14,1,0,2022-04-29,38,0,1,2022-04-27,2022-04-30,3
Kuhu's kabbo,8695,3,2435,2,0,0,2,0,1,2022-04-29,0,1,2,2022-04-28,2022-04-30,2
Urusarfa,849,138,143579,20,0,1,103,14,3,2022-04-28,5,0,2,2022-04-26,2022-04-30,4
Narsh,49343,45,26473,15,0,3,10,2,0,2022-04-30,39,0,3,2022-04-30,2022-04-30,0
Child Mart,25979,23,16513,14,0,1,2,0,0,2022-04-30,33,0,1,2022-04-30,2022-04-30,0
Almirah by AFAR,25194,16,19867,12,0,0,6,1,0,2022-04-30,7,0,6,2022-04-30,2022-04-30,0
Horekmal,39455,21,9940,12,0,2,4,0,0,2022-04-29,27,0,2,2022-04-30,2022-04-30,0
Boku No Shop,20903,14,5193,8,0,0,5,0,0,2022-04-27,9,0,3,2022-04-28,2022-04-30,2
Sowdagor,41399,6,3158,3,0,0,1,0,0,2022-04-29,1,0,4,2022-04-29,2022-04-30,1
SUPREME BEAUTY by Nuzhat,27888,13,5637,6,0,0,10,1,0,2022-04-25,5,0,3,2022-04-30,2022-04-30,0
FIVESTAR-EXPRESS,47806,28,23653,6,0,2,1,0,0,2022-04-29,56,0,5,2022-04-29,2022-04-30,1
The Long Distance Crew,37606,14,7560,6,0,0,0,2,3,2022-04-30,7,0,1,2022-04-30,2022-04-30,0
Reverse Logistics Pathao,1,124,1106910,22,0,0,1865,27425,5517,2022-04-30,294,0,3,2022-04-28,2022-04-30,2
siwak,11243,177,195473,28,0,8,75,4,4,2022-04-30,131,0,10,2022-04-29,2022-04-30,1
Rayhan Outfitters,25384,32,28377,15,0,0,27,3,0,2022-04-28,22,0,1,2022-04-29,2022-04-30,1
Cheetrika,28247,5,1537,4,0,0,3,1,0,2022-04-30,6,0,2,2022-04-28,2022-04-30,2
Abiha's Collection,39488,23,27305,9,0,0,2,5,2,2022-04-28,47,0,6,2022-04-30,2022-04-30,0
AleeShaan lifeStyle,63211,5,3000,4,0,1,0,0,0,2022-04-28,5,0,3,2022-04-27,2022-04-30,3
Ebuy Spot,41269,96,152500,18,0,8,26,8,4,2022-04-25,118,0,4,2022-04-26,2022-04-30,4
Favorite collection,56230,16,16292,10,0,0,2,0,0,2022-04-28,0,1,4,2022-04-30,2022-04-30,0
Jannatul Pihu Shop,55592,19,14876,7,0,0,8,2,0,2022-04-28,0,1,9,2022-04-28,2022-04-30,2
ShopBD,51021,88,50805,23,0,12,18,6,3,2022-04-27,80,0,5,2022-04-29,2022-04-30,1
ZARGANZ,32943,15,18487,4,0,1,10,3,1,2022-04-29,1,0,1,2022-04-28,2022-04-30,2
Khutinati.co,20394,31,14478,13,0,0,19,1,0,2022-04-30,16,0,4,2022-04-30,2022-04-30,0
Bold & Glamorous,5749,92,38137,8,0,0,30,6,0,2022-04-30,86,0,1,2022-04-29,2022-04-30,1
ALNAA creations,25964,77,237887,20,0,2,44,7,1,2022-04-29,90,0,4,2022-04-29,2022-04-30,1
Payra shopee,6004,47,38048,6,0,3,21,0,1,2022-04-30,53,0,3,2022-04-30,2022-04-30,0
Hafsa's Collection,25919,4,2770,2,0,0,1,0,1,2022-04-29,6,0,7,2022-04-30,2022-04-30,0
PEONY,5462,3,3597,2,0,1,2,0,0,2022-04-23,0,1,1,2022-04-28,2022-04-30,2
Wear Bongon,55167,8,3393,4,0,0,2,1,0,2022-04-27,4,0,3,2022-04-30,2022-04-30,0
Unique_Style,62941,3,10510,3,0,0,1,0,0,2022-04-29,12,0,4,2022-04-30,2022-04-30,0
Marvella By Masiat,39784,42,35641,9,0,3,28,4,1,2022-04-30,0,1,0,2022-04-30,2022-04-30,0
ChandraBindu,25309,1,110,1,0,0,0,1,0,2022-04-30,4,0,1,2022-04-30,2022-04-30,0
Customize,2662,218,72045,19,0,11,116,12,6,2022-04-27,47,0,9,2022-04-30,2022-04-30,0
Eti Fashion Zone,24817,441,428840,28,0,8,189,18,3,2022-04-30,170,0,6,2022-04-30,2022-04-30,0
Mohona Online store,60441,14,11250,4,0,1,0,0,0,2022-04-28,2,0,7,2022-04-28,2022-04-30,2
Gohonay Rongdhong,3969,9,3917,6,0,0,0,0,0,2022-04-30,3,0,4,2022-04-30,2022-04-30,0
Rusafa CBS,46775,6,4753,5,0,0,0,0,0,2022-04-28,5,0,1,2022-04-27,2022-04-30,3
Ab Courier Services,47263,3,187,2,0,0,1,0,0,2022-04-25,2,0,1,2022-04-27,2022-04-30,3
budget choices bd,57363,12,14582,8,0,0,4,0,0,2022-04-26,0,1,1,2022-04-27,2022-04-30,3
Fiery Iman,62776,1,5500,1,0,0,0,0,0,2022-04-28,0,1,3,2022-04-29,2022-04-30,1
Cosmetics Cafe Zone,60071,6,4565,5,0,0,1,1,0,2022-04-28,2,0,1,2022-04-30,2022-04-30,0
NajWaa's,35114,2,585,1,0,0,2,1,0,2022-04-28,2,0,1,2022-04-28,2022-04-30,2
Armandy kids,30431,217,165775,22,0,4,127,15,4,2022-04-30,79,0,11,2022-04-30,2022-04-30,0
10 Percentage discount,13166,17,44264,12,0,1,12,1,1,2022-04-26,2,0,2,2022-04-28,2022-04-30,2
Block Wear,5594,45,83288,13,0,0,24,3,1,2022-04-30,41,0,11,2022-04-30,2022-04-30,0
Shepherds Dukkaan,37132,15,30735,7,0,0,13,1,1,2022-04-28,0,1,2,2022-04-30,2022-04-30,0
BD Gadget,61181,28,17600,5,0,0,20,1,0,2022-04-30,81,0,22,2022-04-30,2022-04-30,0
Eye Mind Valley,5631,238,137574,19,0,5,53,7,2,2022-04-30,283,0,5,2022-04-30,2022-04-30,0
Shoppers Station20,39926,6,18283,5,0,0,4,1,0,2022-04-26,1,0,2,2022-04-26,2022-04-30,4
Clothing Avoir,38040,22,19845,6,0,1,16,1,1,2022-04-29,9,0,2,2022-04-30,2022-04-30,0
Selloria,5943,9,8637,5,0,1,3,1,0,2022-04-30,6,0,1,2022-04-30,2022-04-30,0
Extraordinary You,30714,8,4183,7,0,0,6,0,0,2022-04-30,10,0,5,2022-04-29,2022-04-30,1
Case empire bd,30307,356,147317,20,0,17,240,21,10,2022-04-28,150,0,30,2022-04-28,2022-04-30,2
Prestige bd,918,274,356043,17,0,24,114,13,4,2022-04-30,309,0,1,2022-04-27,2022-04-30,3
Craftprism,42417,8,688,4,0,0,6,1,0,2022-04-30,7,0,7,2022-04-30,2022-04-30,0
Door 2 Door,22748,17,30273,2,0,0,1,0,0,2022-04-28,22,0,4,2022-04-29,2022-04-30,1
Bengali's Choice,38171,2,1359,1,0,0,1,0,0,2022-04-28,0,1,3,2022-04-29,2022-04-30,1
CustomBD,54901,8,3055,3,0,1,2,0,1,2022-04-26,7,0,0,2022-04-30,2022-04-30,0
HERMIONE'S,42251,12,6102,3,0,1,9,1,0,2022-04-28,5,0,3,2022-04-30,2022-04-30,0
Times Express -Parcel & Courier Service,63885,4,2700,2,0,0,1,0,0,2022-04-30,24,0,4,2022-04-30,2022-04-30,0
Dolled up,6326,4,10690,3,0,0,2,0,0,2022-04-27,14,0,6,2022-04-28,2022-04-30,2
Mmayami,837,71,74583,14,0,2,30,5,1,2022-04-30,170,0,9,2022-04-30,2022-04-30,0
Qayanath Fashion Zone,963,95,91525,19,0,3,48,5,3,2022-04-28,2,0,13,2022-04-30,2022-04-30,0
MediTex,23610,171,237765,20,0,14,63,5,3,2022-04-30,61,0,1,2022-04-29,2022-04-30,1
BlitZ n GlitZ by Zabeen,29653,19,49471,10,0,2,9,1,0,2022-04-30,10,0,9,2022-04-30,2022-04-30,0
SnapUp,16908,11,13858,7,0,0,6,0,0,2022-04-27,1,0,1,2022-04-29,2022-04-30,1
R O Z A (clothing brand),39207,8,28647,5,0,1,3,1,0,2022-04-28,8,0,4,2022-04-30,2022-04-30,0
SIGNATUREBD,5712,6,12937,5,0,0,3,1,0,2022-04-29,2,0,10,2022-04-30,2022-04-30,0
Rosabella By Jarin,7514,3,1555,2,0,0,2,1,0,2022-04-27,0,1,1,2022-04-28,2022-04-30,2
Clickstitch,16820,2,3755,2,0,0,1,0,0,2022-04-25,1,0,2,2022-04-27,2022-04-30,3
Rainbow Attire,10230,150,361589,18,0,8,67,6,2,2022-04-29,63,0,2,2022-04-30,2022-04-30,0
Amantran,39391,5,3945,3,0,0,1,0,0,2022-04-26,4,0,4,2022-04-28,2022-04-30,2
E.N Enterprise,55206,17,22364,9,0,6,2,1,0,2022-04-29,20,0,4,2022-04-27,2022-04-30,3
Awaaz,4881,4,2029,3,0,0,0,0,0,2022-04-30,8,0,0,2022-04-30,2022-04-30,0
Ibadaah,10339,18,23520,11,0,0,3,0,0,2022-04-30,185,0,0,2022-04-30,2022-04-30,0
First Day,37808,4,2917,3,0,1,0,0,0,2022-04-28,8,0,3,2022-04-27,2022-04-30,3
Leather Goods BD,28542,13,7775,8,0,0,1,0,0,2022-04-29,5,0,5,2022-04-29,2022-04-30,1
Kids world,59697,3,1790,3,0,0,1,1,0,2022-04-29,0,1,12,2022-04-30,2022-04-30,0
Jahan's exclusive online shop,15632,2,2025,2,0,0,0,1,0,2022-04-26,1,0,2,2022-04-30,2022-04-30,0
Dream decor,21517,4,3777,3,0,0,2,1,0,2022-04-30,58,0,3,2022-04-30,2022-04-30,0
Somiron.Shop,47143,111,99947,20,0,21,23,3,3,2022-04-29,16,0,6,2022-04-30,2022-04-30,0
Wondershop.com.bd,55589,2,1265,2,0,0,1,0,0,2022-04-27,0,1,2,2022-04-30,2022-04-30,0
LIL KIDS & MOM SHOP,5903,6,8145,5,0,0,3,0,0,2022-04-30,0,1,1,2022-04-30,2022-04-30,0
BD Pens,33528,69,5675,22,0,0,63,3,0,2022-04-29,53,0,2,2022-04-30,2022-04-30,0
Your Desire By Humasha,37832,215,189522,18,0,8,160,21,9,2022-04-30,115,0,1,2022-04-29,2022-04-30,1
TOT TOT,28223,1,560,1,0,0,1,0,0,2022-04-28,18,0,2,2022-04-30,2022-04-30,0
SHOPPERSBD.COM,5703,7,8856,4,0,0,3,0,1,2022-04-29,13,0,4,2022-04-28,2022-04-30,2
Azmair's Dream House,34180,2,4690,2,0,0,1,0,0,2022-04-27,5,0,2,2022-04-30,2022-04-30,0
Pink Shop UK to BD,5546,37,82181,11,0,0,25,5,2,2022-04-30,21,0,4,2022-04-30,2022-04-30,0
Shobponno.com,22219,34,25798,12,0,0,24,2,0,2022-04-30,13,0,3,2022-04-29,2022-04-30,1
Dhaka Shop BD,30506,120,167710,25,0,16,31,9,3,2022-04-29,3,0,9,2022-04-27,2022-04-30,3
Queen bees,38509,17,10673,4,0,1,9,0,0,2022-04-30,0,1,0,2022-04-30,2022-04-30,0
Affan's Trend,8035,44,24079,18,0,3,31,4,3,2022-04-30,49,0,1,2022-04-28,2022-04-30,2
Dhongi,4371,8,7101,5,0,0,5,0,0,2022-04-29,1,0,1,2022-04-29,2022-04-30,1
All In One,5341,3,2793,3,0,0,1,0,0,2022-04-28,1,0,1,2022-04-29,2022-04-30,1
E-Business Solutions,56932,5,4505,2,0,2,0,0,0,2022-04-27,5,0,6,2022-04-29,2022-04-30,1
Venam,51006,76,76840,24,0,7,27,3,2,2022-04-30,29,0,6,2022-04-30,2022-04-30,0
UNICO,7897,4,2480,2,0,1,4,0,0,2022-04-29,2,0,1,2022-04-29,2022-04-30,1
Glow Bucket,27397,53,74913,19,0,4,16,4,2,2022-04-30,1,0,18,2022-04-29,2022-04-30,1
Baby Bazar,7915,20,19061,8,0,1,8,2,0,2022-04-25,3,0,3,2022-04-29,2022-04-30,1
Belle Fille,28322,56,19999,18,0,2,25,2,1,2022-04-27,16,0,9,2022-04-28,2022-04-30,2
Radiantt,41381,24,13611,10,0,1,13,2,0,2022-04-29,13,0,3,2022-04-27,2022-04-30,3
radio,24900,2,240,2,0,0,1,0,0,2022-04-29,1,0,7,2022-04-30,2022-04-30,0
Bondhon Printing House,49229,2,548,2,0,0,0,0,0,2022-04-27,5,0,1,2022-04-28,2022-04-30,2
Ankon,16455,2,1468,2,0,0,0,0,0,2022-04-29,3,0,1,2022-04-30,2022-04-30,0
Creativo mart,51250,177,91207,13,0,5,60,7,3,2022-04-27,9,0,7,2022-04-28,2022-04-30,2
Styleoholic Antique and Crafty,18765,59,36483,18,0,1,24,7,1,2022-04-29,18,0,1,2022-04-28,2022-04-30,2
Pretty Bee,25661,21,14655,7,0,1,2,1,0,2022-04-29,20,0,5,2022-04-29,2022-04-30,1
Pakistani Lawn Point,10867,82,380685,13,0,0,36,2,0,2022-04-30,62,0,2,2022-04-30,2022-04-30,0
Best Top Beauty,910,44,49267,13,0,1,20,1,1,2022-04-27,30,0,2,2022-04-29,2022-04-30,1
Aronno,23500,425,1229383,27,0,21,67,7,5,2022-04-29,483,0,19,2022-04-27,2022-04-30,3
Beauty Spot,10401,111,148883,23,0,2,80,6,3,2022-04-30,89,0,4,2022-04-30,2022-04-30,0
Fotomatik,20341,1,60,1,0,0,1,0,0,2022-04-28,4,0,1,2022-04-28,2022-04-30,2
PriyoMan,61588,8,4200,1,0,1,0,1,0,2022-04-23,0,1,4,2022-04-30,2022-04-30,0
Kajol shaj parlar gallery(KIOSK),56171,1,45,1,0,0,0,1,0,2022-04-29,6,0,1,2022-04-28,2022-04-30,2
Kashtho Olongkar,30271,15,7900,9,0,0,7,0,0,2022-04-30,3,0,2,2022-04-30,2022-04-30,0
"Kf. Fashionable dresses ,dhaka",5376,19,11353,5,0,1,8,4,1,2022-04-27,1,0,4,2022-04-30,2022-04-30,0
TD BAZAR,56356,6,6252,4,0,0,0,1,0,2022-04-29,4,0,1,2022-04-30,2022-04-30,0
Bd craft & gift house,57964,6,4580,5,0,0,3,0,0,2022-04-28,1,0,2,2022-04-30,2022-04-30,0
Beauty basics,6322,56,58935,16,0,0,41,4,2,2022-04-30,29,0,3,2022-04-29,2022-04-30,1
Demotic Distribution,53929,54,66499,12,0,6,21,3,2,2022-04-27,6,0,4,2022-04-29,2022-04-30,1
RM ONLINE SHOPPING BD24,33883,16,13140,11,0,0,7,4,0,2022-04-28,1,0,1,2022-04-29,2022-04-30,1
Kids Fashion Wear BD,6236,18,21593,8,0,0,9,5,0,2022-04-29,9,0,1,2022-04-29,2022-04-30,1
Walstyle,29191,30,111565,6,0,0,14,2,0,2022-04-26,3,0,2,2022-04-30,2022-04-30,0
Blossom Accessories,58044,4,617,3,0,0,0,0,0,2022-04-29,10,0,2,2022-04-30,2022-04-30,0
Ayesha Fashion,59782,66,56231,20,0,4,1,0,0,2022-04-27,41,0,11,2022-04-30,2022-04-30,0
Zariet,29442,3,3628,3,0,0,2,0,0,2022-04-30,6,0,6,2022-04-28,2022-04-30,2
SR Fashion Shop,35758,331,276578,24,0,24,101,12,8,2022-04-29,63,0,21,2022-04-30,2022-04-30,0
Ladies Choice,5484,18,100633,10,0,1,0,0,0,2022-04-28,17,0,1,2022-04-28,2022-04-30,2
Sylhet KIOSK,30986,20,2352,13,0,0,4,5,0,2022-04-28,18,0,3,2022-04-28,2022-04-30,2
Al-Muhtazibah,35330,2,200,2,0,0,1,0,0,2022-04-27,2,0,3,2022-04-30,2022-04-30,0
Seldom,31832,63,107573,15,0,3,8,1,0,2022-04-28,60,0,8,2022-04-27,2022-04-30,3
Beauty is Abstract,48665,129,79209,21,0,2,0,12,34,2022-04-27,152,0,12,2022-04-30,2022-04-30,0
Exclusive Fashion,23118,35,27540,12,0,3,7,0,0,2022-04-29,25,0,12,2022-04-30,2022-04-30,0
AmartOnlineStore,2030,1,2050,1,0,0,0,0,0,2022-04-27,0,1,2,2022-04-29,2022-04-30,1
J & J FASHION,36113,442,457869,29,0,19,70,11,5,2022-04-30,619,0,7,2022-04-29,2022-04-30,1
Zappy Clothing Co.,25326,20,18180,9,0,1,8,2,1,2022-04-26,2,0,3,2022-04-30,2022-04-30,0
Fashion Classy,4837,169,781873,28,0,3,94,7,2,2022-04-30,232,0,3,2022-04-30,2022-04-30,0
Pushparoti,49901,21,20175,6,0,2,0,3,0,2022-04-25,77,0,5,2022-04-30,2022-04-30,0
Cat fuel,60198,1,100,1,0,0,1,0,0,2022-04-26,16,0,1,2022-04-25,2022-04-30,5
Angels_Only,36734,26,33775,14,0,0,16,1,0,2022-04-28,20,0,4,2022-04-29,2022-04-30,1
Pumpkin's,25734,26,18750,8,0,3,11,0,1,2022-04-30,218,0,1,2022-04-30,2022-04-30,0
Sirvat,10102,2,2503,2,0,0,2,1,0,2022-04-30,1,0,1,2022-04-30,2022-04-30,0
AOutfits,21885,36,20395,10,0,5,2,3,3,2022-04-30,0,1,1,2022-04-28,2022-04-30,2
Shopira Outfitery,62695,4,4630,3,0,0,0,0,0,2022-04-30,2,0,14,2022-04-30,2022-04-30,0
Donatella,10152,45,51953,14,0,1,27,2,1,2022-04-30,0,1,2,2022-04-30,2022-04-30,0
